iban,amount,date
TD29AEPL4105196937331223,"€1139,33",20/09/2021
NW75BGRS8369817463052098,"€1229,53",19/11/2021
SB75JTGH2973342833797278,"€1139,23",11/07/2020
FS25OQOX5956121524081889,"€1931,88",27/05/2020
ZR65BGMN5054055935068219,"€9557,12",10/11/2020
AI25UVUB9816526295939291,"€8852,46",02/10/2022
HX66TEDY9432557008721813,"€4271,23",15/10/2020
SB75JTGH2973342833797278,"€8212,29",04/01/2022
IM52EEDR9161910354344160,"€3564,86",10/01/2022
SW33USQT2593131146896962,"€3979,64",07/08/2020
FB90QXUJ6134824705227810,"€9721,62",11/06/2021
PR71WSUL3373086299649222,"€9589,43",04/06/2021
WY43KPFF7444982123483617,"€8965,68",21/12/2021
NI33YITO5980937839625844,"€3690,43",13/02/2021
ZG30IJKY2654672634611050,"€4153,14",08/11/2021
TD29AEPL4105196937331223,"€7150,38",10/08/2020
WT28XOGH7670593356687718,"€6089,93",03/04/2021
RL09EPDX7528085017889954,"€2297,81",02/02/2021
PR71WSUL3373086299649222,"€3115,68",20/06/2021
NW75BGRS8369817463052098,"€4363,42",21/02/2022
AK68IWJV6862895554790762,"€2743,86",24/01/2020
ZG30IJKY2654672634611050,"€5460,90",23/08/2022
WN79SFLC6822028389131629,"€7149,14",15/04/2020
OC06NIHQ3445682540896305,"€4888,95",23/05/2022
ZL56NHTE3756370634347227,"€7100,85",25/12/2021
PD48LKBQ0359110480313433,"€987,05",13/07/2022
FM73EXNJ7098505896329747,"€7514,06",14/03/2021
XP63GDCF7781219037233860,"€6072,11",03/04/2021
BX86KXTX7946134086757125,"€6845,91",28/09/2021
CD20CUVR1346872486883452,"€6546,05",13/12/2020
TD29AEPL4105196937331223,"€4864,47",29/09/2021
XP63GDCF7781219037233860,"€5240,95",04/05/2021
FU57KYSJ7187405817063989,"€5463,61",09/12/2021
SB75JTGH2973342833797278,"€1603,88",30/10/2020
HX66TEDY9432557008721813,"€2616,44",06/09/2021
OC06NIHQ3445682540896305,"€8407,54",13/01/2022
NF65JXJQ2625628522539830,"€6722,14",20/06/2022
PZ20TDKS1337108220465587,"€4681,36",11/12/2020
SQ48ZGFR9283392146957924,"€626,66",20/03/2020
FB90QXUJ6134824705227810,"€4244,15",31/03/2022
BO80RTWA2933385575237636,"€979,63",13/12/2021
AI25UVUB9816526295939291,"€4416,07",02/02/2022
GH41CYNM9993826052887087,"€6748,20",17/09/2022
RW16JLAK0388910387065777,"€5508,21",09/01/2022
EG49ESEH4355975533021381,"€1906,89",17/07/2022
MZ66RXFN8640839150102451,"€9342,19",08/07/2020
FM73EXNJ7098505896329747,"€4570,91",05/01/2021
TV53YCZJ9230666393821415,"€6626,31",14/08/2022
EG49ESEH4355975533021381,"€9924,82",04/04/2022
WF29DPEL3946837047900360,"€1461,08",29/06/2021
BX86KXTX7946134086757125,"€3202,98",16/11/2020
RR43VUYJ8370731682028408,"€198,34",06/05/2022
LD59HEYU3536832362893843,"€8484,05",13/11/2021
QY35GLWR6087633268614110,"€2829,66",26/08/2021
FU57KYSJ7187405817063989,"€2981,19",30/09/2020
VW07DNIH7152903175306656,"€2785,76",23/03/2020
SB75JTGH2973342833797278,"€7330,64",28/06/2021
UM71LTOZ1108341097030759,"€5144,77",01/10/2022
TD29AEPL4105196937331223,"€8347,32",30/05/2020
GC62MIEH6725233700023588,"€5226,78",25/07/2020
EG49ESEH4355975533021381,"€5912,30",27/07/2021
FS25OQOX5956121524081889,"€1939,45",19/05/2021
QM29ILRM5092568450064592,"€4123,11",29/04/2020
NJ84VLIQ2717525477716970,"€7152,69",10/02/2020
UX41WAMP4401438786789569,"€4846,58",19/12/2022
BL74LCXR0903727217074353,"€412,16",13/04/2021
LV65XMHU3760504093228049,"€364,20",28/06/2021
WR00KGYL3690135708112853,"€1635,42",22/08/2020
ZL56NHTE3756370634347227,"€5420,35",23/09/2020
OA88XHOR8270115922298448,"€6268,42",23/05/2022
ZP20ZSVN2900225260418349,"€375,62",30/04/2021
HX66TEDY9432557008721813,"€111,96",07/04/2020
RL09EPDX7528085017889954,"€5855,61",13/05/2020
YO83EQZG9459520413843964,"€5712,41",10/06/2021
IR99HTFK4305219258489747,"€358,85",22/10/2022
FK36BUDY8695974266782361,"€7108,42",07/06/2021
VE04WJIF2023511187974177,"€5983,13",29/05/2021
ZG30IJKY2654672634611050,"€5910,56",12/01/2020
NH15JRWZ2063969975556254,"€5668,08",20/01/2020
WN04TSXX7901332421641185,"€584,99",09/12/2022
UM71LTOZ1108341097030759,"€2297,37",20/10/2022
RG03FXEU7598173753305108,"€3749,85",01/05/2020
YU21VOFP9534964776129045,"€2911,23",19/10/2020
TB52SFTP2737020287888904,"€6678,33",28/06/2022
AI25UVUB9816526295939291,"€5480,34",28/10/2020
VW07DNIH7152903175306656,"€3106,66",09/07/2020
BO80RTWA2933385575237636,"€7465,66",19/12/2021
RV80WODB5645769044334624,"€733,04",14/12/2021
QM29ILRM5092568450064592,"€1261,62",10/12/2020
GC62MIEH6725233700023588,"€8295,99",20/06/2022
TQ07OIPV4039665351056944,"€1893,84",04/03/2021
UM71LTOZ1108341097030759,"€7881,94",17/04/2021
EU08MDJI4499420301024282,"€423,66",25/12/2021
SQ48ZGFR9283392146957924,"€9278,68",06/03/2022
TD29AEPL4105196937331223,"€4762,11",30/08/2020
WN79SFLC6822028389131629,"€513,57",10/11/2022
AY39SRFC6584865990060959,"€5496,46",22/08/2020
HX66TEDY9432557008721813,"€7482,81",09/04/2021
NA76CUDU4028735454681812,"€471,14",03/09/2020
DV99CAWB4227185951211429,"€2394,03",23/11/2022
RV80WODB5645769044334624,"€4028,67",08/10/2020
HX65KJTA1396445493572829,"€5415,47",03/01/2022
WN04TSXX7901332421641185,"€975,06",14/06/2022
RT40EGDB5289443880625844,"€2821,05",06/07/2021
WN04TSXX7901332421641185,"€6474,26",26/08/2022
EU08MDJI4499420301024282,"€7417,33",17/09/2020
UN71NLQM3713425964520286,"€2641,87",29/12/2020
EG49ESEH4355975533021381,"€8666,87",03/02/2021
FB90QXUJ6134824705227810,"€2845,10",17/03/2020
XN28OLKG6005102717648101,"€7377,29",05/08/2020
RL09EPDX7528085017889954,"€1064,94",15/08/2022
OJ96RLYG4494734702702427,"€2014,45",27/10/2020
WL65PXRS4630554009141740,"€3713,44",14/09/2021
SC56HZLC3111620054580285,"€6763,90",06/03/2021
SF04KUSU1579705215375360,"€876,23",29/11/2020
WR00KGYL3690135708112853,"€6166,52",09/01/2020
AI25UVUB9816526295939291,"€5882,35",12/10/2021
QB11QBMP4232361878878230,"€5659,61",18/11/2021
WT28XOGH7670593356687718,"€6596,76",25/02/2021
QH19CAFW4384606640088765,"€4978,66",13/11/2021
PD48LKBQ0359110480313433,"€3187,52",03/08/2020
OC06NIHQ3445682540896305,"€9146,09",28/11/2021
RT40EGDB5289443880625844,"€1304,39",21/02/2020
LV65XMHU3760504093228049,"€5561,93",04/12/2022
SF04KUSU1579705215375360,"€5349,38",09/09/2021
BO80RTWA2933385575237636,"€1678,18",19/05/2022
ZG30IJKY2654672634611050,"€5431,74",11/10/2021
MQ53FBBG4073421087646576,"€2490,37",21/10/2022
AY39SRFC6584865990060959,"€4171,49",10/12/2022
TQ07OIPV4039665351056944,"€7478,67",24/12/2021
HX65KJTA1396445493572829,"€865,02",23/04/2021
IM52EEDR9161910354344160,"€8108,24",23/11/2021
ZL56NHTE3756370634347227,"€4215,17",12/07/2022
ZX68RDOT8979612225584620,"€2001,21",26/05/2022
XJ16DIQT5179010722315422,"€8675,31",25/03/2020
IM52PCGO3521041325878035,"€9575,65",16/09/2020
UX41WAMP4401438786789569,"€711,50",17/06/2022
AI25UVUB9816526295939291,"€7572,85",23/04/2022
YO83EQZG9459520413843964,"€7675,53",11/01/2021
OC06NIHQ3445682540896305,"€9564,22",07/11/2022
WR00KGYL3690135708112853,"€938,83",22/03/2022
RR43VUYJ8370731682028408,"€4138,60",14/04/2022
CD20CUVR1346872486883452,"€4751,57",04/07/2022
ZX68RDOT8979612225584620,"€4325,58",24/06/2022
UN71NLQM3713425964520286,"€8627,11",15/03/2020
UM71LTOZ1108341097030759,"€6766,37",01/09/2020
SB75JTGH2973342833797278,"€4150,26",21/09/2020
EG49ESEH4355975533021381,"€1338,20",19/07/2022
MQ53FBBG4073421087646576,"€6170,50",27/08/2020
UN71NLQM3713425964520286,"€2146,94",06/01/2022
SW33USQT2593131146896962,"€5520,74",28/11/2021
QM29ILRM5092568450064592,"€2897,85",25/11/2022
AK68IWJV6862895554790762,"€6057,71",12/05/2020
TQ07OIPV4039665351056944,"€1328,53",07/06/2021
NA76CUDU4028735454681812,"€1120,32",10/01/2020
UX41WAMP4401438786789569,"€2828,14",23/11/2022
RT40EGDB5289443880625844,"€3238,37",28/03/2022
MZ66RXFN8640839150102451,"€6023,11",30/10/2022
XG10BMFI7196495106021090,"€3835,01",22/10/2022
ZL76WUPX3728428962231781,"€8445,08",06/07/2020
XN28OLKG6005102717648101,"€5275,23",10/03/2022
GH41CYNM9993826052887087,"€6569,11",07/09/2021
PT24DWFB6710232327838459,"€7753,11",18/08/2021
SQ48ZGFR9283392146957924,"€5781,94",05/04/2022
FM73EXNJ7098505896329747,"€9854,28",01/05/2020
SC56HZLC3111620054580285,"€1959,61",09/07/2020
EU08MDJI4499420301024282,"€9381,48",29/08/2022
MQ53FBBG4073421087646576,"€8450,03",16/02/2021
WL65PXRS4630554009141740,"€9361,43",04/07/2020
ZP20ZSVN2900225260418349,"€153,79",25/01/2021
UX41WAMP4401438786789569,"€8204,78",26/12/2021
QH19CAFW4384606640088765,"€9516,78",11/12/2022
NH15JRWZ2063969975556254,"€8283,44",30/11/2021
DV99CAWB4227185951211429,"€8797,00",12/08/2021
QY35GLWR6087633268614110,"€7671,38",11/04/2021
SW33USQT2593131146896962,"€7278,01",10/11/2021
UM71LTOZ1108341097030759,"€1229,15",21/04/2020
SC56HZLC3111620054580285,"€8289,81",30/05/2020
QM29ILRM5092568450064592,"€8025,75",01/03/2021
QY35GLWR6087633268614110,"€3934,02",01/07/2020
QY35GLWR6087633268614110,"€2697,77",12/04/2022
NI33YITO5980937839625844,"€9103,37",03/11/2021
WR00KGYL3690135708112853,"€3282,75",31/05/2021
BX86KXTX7946134086757125,"€5894,22",28/11/2022
WT28XOGH7670593356687718,"€7179,64",15/08/2021
GH41CYNM9993826052887087,"€3687,27",18/03/2020
CO81BRNH2175798500621899,"€4776,40",07/02/2020
BL74LCXR0903727217074353,"€838,52",24/08/2020
OA88XHOR8270115922298448,"€4786,59",18/05/2022
UM71LTOZ1108341097030759,"€222,75",22/07/2020
ZR65BGMN5054055935068219,"€8481,73",09/05/2020
GC62MIEH6725233700023588,"€7704,57",14/11/2022
YO83EQZG9459520413843964,"€1023,76",14/12/2021
CO81BRNH2175798500621899,"€6003,40",14/02/2022
ZX68RDOT8979612225584620,"€1762,29",10/05/2020
TD29AEPL4105196937331223,"€359,05",23/09/2021
PD48LKBQ0359110480313433,"€7567,85",22/10/2022
TV53YCZJ9230666393821415,"€678,28",13/06/2021
WY43KPFF7444982123483617,"€1312,43",13/10/2021
ZR65BGMN5054055935068219,"€3006,87",24/10/2021
FU57KYSJ7187405817063989,"€5088,75",01/11/2021
XS28UIFH8290643015541915,"€8356,75",21/02/2022
PZ20TDKS1337108220465587,"€2580,68",08/12/2021
NJ84VLIQ2717525477716970,"€6824,78",02/05/2022
FU57KYSJ7187405817063989,"€8650,21",13/11/2020
CO81BRNH2175798500621899,"€4952,67",04/02/2020
FK36BUDY8695974266782361,"€272,94",03/10/2020
SB75JTGH2973342833797278,"€868,52",26/04/2021
EG49ESEH4355975533021381,"€8662,20",26/10/2021
CD20CUVR1346872486883452,"€2753,72",20/06/2021
TQ07OIPV4039665351056944,"€5503,14",05/04/2020
RW16JLAK0388910387065777,"€1841,05",29/07/2021
QY35GLWR6087633268614110,"€9559,69",19/11/2020
RV80WODB5645769044334624,"€2733,33",15/12/2021
LV65XMHU3760504093228049,"€8637,88",18/07/2022
AI25UVUB9816526295939291,"€6483,79",27/09/2022
LV65XMHU3760504093228049,"€626,16",04/11/2021
ZL56NHTE3756370634347227,"€3979,70",21/04/2022
WL65PXRS4630554009141740,"€719,84",27/10/2020
XW22VLFV5004337403592843,"€8254,52",02/03/2021
TQ07OIPV4039665351056944,"€997,86",19/07/2022
PZ20TDKS1337108220465587,"€2592,18",23/03/2021
SF04KUSU1579705215375360,"€1183,00",26/12/2020
EU08MDJI4499420301024282,"€269,18",01/08/2020
IM52EEDR9161910354344160,"€7797,38",25/12/2021
SW33USQT2593131146896962,"€630,22",03/09/2022
RT40EGDB5289443880625844,"€7647,94",06/02/2020
TV53YCZJ9230666393821415,"€6202,13",16/01/2022
CO81BRNH2175798500621899,"€2928,83",20/03/2022
WF29DPEL3946837047900360,"€786,54",03/07/2020
WT28XOGH7670593356687718,"€154,28",12/03/2020
WR00KGYL3690135708112853,"€1334,87",18/02/2022
TQ07OIPV4039665351056944,"€6614,80",21/06/2020
WY43KPFF7444982123483617,"€3623,57",07/01/2022
XS28UIFH8290643015541915,"€7499,16",16/05/2020
QB11QBMP4232361878878230,"€7260,41",15/10/2020
OC06NIHQ3445682540896305,"€3208,14",13/05/2022
TQ07OIPV4039665351056944,"€2854,33",28/09/2022
ZX68RDOT8979612225584620,"€4848,30",22/01/2022
FK36BUDY8695974266782361,"€8959,92",29/09/2022
HX66TEDY9432557008721813,"€8018,96",26/09/2022
ZP20ZSVN2900225260418349,"€5163,39",04/01/2022
LV65XMHU3760504093228049,"€8051,10",29/01/2020
JZ46LVFP1520270332454701,"€3948,56",06/09/2021
TB52SFTP2737020287888904,"€7192,63",16/03/2020
PT24DWFB6710232327838459,"€1370,60",01/01/2021
XG10BMFI7196495106021090,"€5401,79",27/11/2021
GH41CYNM9993826052887087,"€3001,21",18/08/2021
LD59HEYU3536832362893843,"€627,72",25/05/2020
MQ53FBBG4073421087646576,"€3440,51",21/09/2020
FM73EXNJ7098505896329747,"€2879,42",22/10/2021
QH19CAFW4384606640088765,"€2677,36",19/03/2021
CO81BRNH2175798500621899,"€3586,49",23/09/2022
XW22VLFV5004337403592843,"€9089,04",24/03/2021
HX65KJTA1396445493572829,"€5246,93",22/01/2022
CO81BRNH2175798500621899,"€9052,77",25/01/2022
BO80RTWA2933385575237636,"€260,76",16/03/2022
SQ48ZGFR9283392146957924,"€7289,28",13/04/2021
ZL76WUPX3728428962231781,"€8004,30",02/04/2021
PR71WSUL3373086299649222,"€2507,85",02/08/2022
NS17RMIJ5146722950890727,"€9646,23",12/04/2021
AY39SRFC6584865990060959,"€3502,80",18/03/2021
FB90QXUJ6134824705227810,"€7330,53",20/09/2021
TQ42FQGK7504668908121082,"€3927,64",06/06/2022
SW33USQT2593131146896962,"€6072,12",22/06/2021
SC56HZLC3111620054580285,"€8694,16",04/07/2021
GC62MIEH6725233700023588,"€1045,49",09/01/2021
WY43KPFF7444982123483617,"€3762,55",20/09/2022
PT24DWFB6710232327838459,"€6264,17",26/07/2021
RT40EGDB5289443880625844,"€312,45",20/07/2021
HX66TEDY9432557008721813,"€8549,53",22/02/2022
HX66TEDY9432557008721813,"€5650,12",19/12/2020
TQ07OIPV4039665351056944,"€9544,00",28/07/2020
IM52PCGO3521041325878035,"€5895,69",09/02/2022
HX65KJTA1396445493572829,"€1508,57",01/02/2021
TQ42FQGK7504668908121082,"€4580,79",30/05/2022
CO81BRNH2175798500621899,"€6554,35",20/08/2022
XG10BMFI7196495106021090,"€9848,24",09/10/2022
TS03YAUV5063724992302375,"€8812,00",29/09/2020
TQ07OIPV4039665351056944,"€8928,96",09/09/2021
WY43KPFF7444982123483617,"€1544,53",29/06/2021
PR71WSUL3373086299649222,"€7973,08",08/04/2020
ZL76WUPX3728428962231781,"€1902,70",19/11/2021
VW07DNIH7152903175306656,"€169,84",21/04/2021
NJ84VLIQ2717525477716970,"€530,53",20/04/2020
XN28OLKG6005102717648101,"€157,70",31/10/2022
GC62MIEH6725233700023588,"€8094,31",01/03/2022
PR71WSUL3373086299649222,"€2592,45",30/12/2022
SQ48ZGFR9283392146957924,"€8282,11",15/04/2020
CD20CUVR1346872486883452,"€1844,59",24/05/2020
EU08MDJI4499420301024282,"€2803,37",26/07/2021
TQ07OIPV4039665351056944,"€3247,98",15/03/2022
WF29DPEL3946837047900360,"€1375,04",03/06/2022
OC06NIHQ3445682540896305,"€5894,97",16/11/2022
YU21VOFP9534964776129045,"€7582,41",26/07/2022
BN28AMIC9885511373696422,"€8818,46",28/02/2020
BX86KXTX7946134086757125,"€2197,27",09/08/2021
RT40EGDB5289443880625844,"€6967,73",24/04/2022
WY43KPFF7444982123483617,"€7439,73",26/09/2022
VE04WJIF2023511187974177,"€6665,09",12/06/2022
FM73EXNJ7098505896329747,"€6367,16",14/10/2021
DV99CAWB4227185951211429,"€3080,86",27/06/2022
LD59HEYU3536832362893843,"€4616,80",25/10/2020
QM29ILRM5092568450064592,"€6100,41",18/11/2020
AY39SRFC6584865990060959,"€2741,27",02/10/2021
TQ07OIPV4039665351056944,"€1980,89",20/09/2022
UN71NLQM3713425964520286,"€8184,77",22/02/2020
QM29ILRM5092568450064592,"€3613,57",16/10/2022
ZR65BGMN5054055935068219,"€7444,57",08/10/2021
EG49ESEH4355975533021381,"€7559,44",30/07/2020
GC62MIEH6725233700023588,"€2188,70",15/12/2020
UM71LTOZ1108341097030759,"€5730,88",23/10/2021
XW22VLFV5004337403592843,"€4265,96",09/01/2022
CO81BRNH2175798500621899,"€6734,18",15/10/2020
PT24DWFB6710232327838459,"€8605,87",17/07/2022
TV53YCZJ9230666393821415,"€1734,21",26/10/2020
AK68IWJV6862895554790762,"€6571,75",18/06/2020
AI25UVUB9816526295939291,"€5703,66",19/11/2021
RG03FXEU7598173753305108,"€2586,78",02/05/2021
OA88XHOR8270115922298448,"€5383,52",06/09/2022
WN04TSXX7901332421641185,"€2560,88",06/11/2020
SN62HWXY8712026112561260,"€333,13",12/12/2022
FK36BUDY8695974266782361,"€1711,77",09/08/2020
SN62HWXY8712026112561260,"€1763,73",18/02/2020
RV80WODB5645769044334624,"€1780,39",26/07/2021
FK36BUDY8695974266782361,"€8337,87",28/06/2022
WL65PXRS4630554009141740,"€4458,34",10/06/2022
ZP20ZSVN2900225260418349,"€6529,43",18/04/2020
OA88XHOR8270115922298448,"€6933,34",13/04/2020
QB11QBMP4232361878878230,"€3420,86",27/07/2020
FB90QXUJ6134824705227810,"€8582,56",08/08/2020
WL65PXRS4630554009141740,"€2478,20",16/11/2021
FB90QXUJ6134824705227810,"€8566,56",03/11/2021
FK36BUDY8695974266782361,"€2239,50",20/12/2021
TY54VKWB9970690529757887,"€7594,27",09/10/2021
WR00KGYL3690135708112853,"€7078,40",12/11/2022
XG10BMFI7196495106021090,"€7506,91",31/03/2020
TD29AEPL4105196937331223,"€2562,39",28/03/2022
GH41CYNM9993826052887087,"€5366,54",19/06/2022
IM52EEDR9161910354344160,"€2033,31",29/07/2020
XN28OLKG6005102717648101,"€2013,04",05/03/2022
ZX68RDOT8979612225584620,"€6039,54",19/11/2021
ZR65BGMN5054055935068219,"€1678,38",22/02/2022
PD48LKBQ0359110480313433,"€117,21",25/08/2020
ZG30IJKY2654672634611050,"€9653,09",22/08/2020
HX66TEDY9432557008721813,"€885,67",27/02/2021
IM52EEDR9161910354344160,"€8637,72",07/01/2022
AI25UVUB9816526295939291,"€7619,29",26/12/2022
HX65KJTA1396445493572829,"€7417,91",23/06/2022
RR43VUYJ8370731682028408,"€1414,64",14/11/2021
WN79SFLC6822028389131629,"€9698,81",03/01/2022
ZX68RDOT8979612225584620,"€1961,97",16/04/2021
VW07DNIH7152903175306656,"€6352,07",11/10/2020
UX41WAMP4401438786789569,"€9476,38",25/12/2021
NF65JXJQ2625628522539830,"€5954,04",01/04/2020
CD20CUVR1346872486883452,"€3443,01",04/03/2021
HX65KJTA1396445493572829,"€9054,80",17/09/2022
MQ53FBBG4073421087646576,"€5128,73",28/09/2020
FK36BUDY8695974266782361,"€9128,04",13/08/2022
IM52EEDR9161910354344160,"€3496,32",18/05/2022
WF29DPEL3946837047900360,"€4905,22",12/10/2020
IM52EEDR9161910354344160,"€5709,29",13/09/2022
EU08MDJI4499420301024282,"€3116,02",16/07/2021
OC06NIHQ3445682540896305,"€6895,80",10/02/2021
RV80WODB5645769044334624,"€9768,04",05/01/2022
BO80RTWA2933385575237636,"€2102,37",31/08/2022
QH19CAFW4384606640088765,"€1690,72",30/08/2022
CD20CUVR1346872486883452,"€3253,47",24/08/2020
QM29ILRM5092568450064592,"€9367,14",02/12/2022
ZL76WUPX3728428962231781,"€153,59",04/10/2020
BL74LCXR0903727217074353,"€7626,55",11/09/2020
IR99HTFK4305219258489747,"€9587,08",07/02/2021
RR43VUYJ8370731682028408,"€8916,98",30/11/2022
BX86KXTX7946134086757125,"€8507,25",26/01/2020
TD29AEPL4105196937331223,"€7195,13",16/12/2020
FB90QXUJ6134824705227810,"€3065,54",26/07/2020
NW75BGRS8369817463052098,"€1899,73",25/04/2020
NS17RMIJ5146722950890727,"€6199,67",29/04/2022
QH19CAFW4384606640088765,"€4588,61",13/06/2020
NS17RMIJ5146722950890727,"€710,09",21/02/2021
SN62HWXY8712026112561260,"€7632,88",04/06/2020
FS25OQOX5956121524081889,"€264,15",05/03/2022
BL74LCXR0903727217074353,"€5214,80",25/07/2020
MZ66RXFN8640839150102451,"€6215,37",11/03/2020
CO81BRNH2175798500621899,"€9349,61",21/09/2022
BL74LCXR0903727217074353,"€3236,58",27/04/2022
ZP20ZSVN2900225260418349,"€4683,50",27/01/2021
IM52EEDR9161910354344160,"€9267,62",20/03/2021
VW07DNIH7152903175306656,"€9748,05",01/12/2021
WN04TSXX7901332421641185,"€3328,03",09/02/2021
YU21VOFP9534964776129045,"€8305,80",13/02/2020
QY35GLWR6087633268614110,"€7134,28",27/09/2020
VW07DNIH7152903175306656,"€7300,48",25/10/2021
SQ48ZGFR9283392146957924,"€436,35",05/03/2021
AI25UVUB9816526295939291,"€8367,86",14/11/2021
UM71LTOZ1108341097030759,"€338,53",01/11/2020
EG49ESEH4355975533021381,"€7853,91",16/05/2020
SC56HZLC3111620054580285,"€6925,17",02/09/2020
QH19CAFW4384606640088765,"€3657,73",12/06/2020
LD59HEYU3536832362893843,"€8981,03",27/10/2022
SB75JTGH2973342833797278,"€5674,10",03/03/2022
FS25OQOX5956121524081889,"€8050,03",12/10/2020
FM73EXNJ7098505896329747,"€9528,87",09/04/2020
TQ42FQGK7504668908121082,"€2630,83",17/01/2022
NJ84VLIQ2717525477716970,"€6842,81",08/10/2021
OC06NIHQ3445682540896305,"€6639,77",14/10/2022
VE04WJIF2023511187974177,"€9712,09",15/04/2020
BN28AMIC9885511373696422,"€2206,41",21/05/2021
XG10BMFI7196495106021090,"€4260,28",25/12/2021
SW33USQT2593131146896962,"€8794,59",28/03/2021
AY39SRFC6584865990060959,"€5453,40",04/06/2022
BL74LCXR0903727217074353,"€982,26",04/02/2021
XG10BMFI7196495106021090,"€9693,25",17/03/2021
NB58JYUS9047061593033995,"€3781,62",18/09/2021
SC56HZLC3111620054580285,"€8580,99",12/08/2021
LV65XMHU3760504093228049,"€8905,05",17/08/2020
RL09EPDX7528085017889954,"€7228,50",01/12/2020
WF29DPEL3946837047900360,"€4319,79",06/01/2022
AI25UVUB9816526295939291,"€8091,46",28/12/2020
EG49ESEH4355975533021381,"€2310,66",21/05/2022
VW07DNIH7152903175306656,"€3067,06",26/08/2020
IM52EEDR9161910354344160,"€7714,56",08/06/2020
AK68IWJV6862895554790762,"€4709,14",19/02/2022
DV99CAWB4227185951211429,"€1184,62",09/08/2022
NJ84VLIQ2717525477716970,"€5548,76",16/07/2021
TY54VKWB9970690529757887,"€2360,94",22/09/2020
VE04WJIF2023511187974177,"€8556,27",10/03/2021
ZP20ZSVN2900225260418349,"€9835,78",09/07/2020
NS17RMIJ5146722950890727,"€4807,72",19/05/2022
ZL76WUPX3728428962231781,"€5112,75",14/06/2020
WF29DPEL3946837047900360,"€5421,60",10/12/2022
FS25OQOX5956121524081889,"€2613,97",09/04/2022
TQ07OIPV4039665351056944,"€3185,26",04/08/2021
WT28XOGH7670593356687718,"€5600,17",11/06/2020
JZ46LVFP1520270332454701,"€9148,54",11/03/2022
MZ66RXFN8640839150102451,"€6430,32",16/09/2021
LV65XMHU3760504093228049,"€9443,27",18/10/2021
XS28UIFH8290643015541915,"€3842,44",13/11/2021
TB52SFTP2737020287888904,"€6078,71",28/06/2022
IM52EEDR9161910354344160,"€3210,24",04/03/2021
XJ16DIQT5179010722315422,"€4243,12",08/12/2021
ZL56NHTE3756370634347227,"€4095,63",14/06/2021
FU57KYSJ7187405817063989,"€9507,07",22/05/2020
AI25UVUB9816526295939291,"€7067,91",31/05/2022
IM52PCGO3521041325878035,"€6599,53",09/02/2020
TS03YAUV5063724992302375,"€9543,49",25/07/2021
AY39SRFC6584865990060959,"€2002,93",06/09/2020
HX65KJTA1396445493572829,"€8981,03",07/02/2020
EG49ESEH4355975533021381,"€690,94",15/01/2022
XJ16DIQT5179010722315422,"€2727,36",13/06/2021
SF04KUSU1579705215375360,"€3171,78",12/09/2022
PZ20TDKS1337108220465587,"€5772,36",18/05/2020
MQ53FBBG4073421087646576,"€9222,66",24/07/2020
WN04TSXX7901332421641185,"€1514,35",29/09/2020
SN62HWXY8712026112561260,"€252,41",03/10/2021
TQ07OIPV4039665351056944,"€2223,84",13/10/2020
QH19CAFW4384606640088765,"€5084,72",23/07/2020
OA88XHOR8270115922298448,"€807,34",11/06/2020
BL74LCXR0903727217074353,"€6411,04",06/05/2022
TV53YCZJ9230666393821415,"€3499,06",22/11/2020
PZ20TDKS1337108220465587,"€9688,01",03/08/2020
NS17RMIJ5146722950890727,"€142,16",11/10/2021
BO80RTWA2933385575237636,"€7205,38",30/04/2021
TQ07OIPV4039665351056944,"€430,22",16/12/2020
ZX68RDOT8979612225584620,"€3115,51",15/11/2020
ZX68RDOT8979612225584620,"€780,07",24/08/2021
VW07DNIH7152903175306656,"€5103,80",27/02/2022
YU21VOFP9534964776129045,"€5076,75",12/01/2021
VE04WJIF2023511187974177,"€9753,04",24/06/2021
ZL76WUPX3728428962231781,"€2723,24",12/09/2021
ZX68RDOT8979612225584620,"€4123,54",09/09/2021
BO80RTWA2933385575237636,"€8013,29",22/03/2022
SN62HWXY8712026112561260,"€2204,22",08/12/2022
OC06NIHQ3445682540896305,"€12,89",09/02/2020
ZL56NHTE3756370634347227,"€9036,80",21/07/2020
NA76CUDU4028735454681812,"€84,72",02/09/2021
VE04WJIF2023511187974177,"€5679,53",04/01/2021
PD48LKBQ0359110480313433,"€4224,85",09/08/2021
IE20IGFH7890055504218375,"€8599,76",09/12/2020
WF29DPEL3946837047900360,"€2507,17",30/07/2021
AI25UVUB9816526295939291,"€2356,14",14/09/2020
SW33USQT2593131146896962,"€1814,23",17/01/2022
WF29DPEL3946837047900360,"€84,48",25/08/2022
VE04WJIF2023511187974177,"€3685,26",03/01/2022
SB75JTGH2973342833797278,"€2519,74",23/01/2021
SC56HZLC3111620054580285,"€5190,62",02/06/2022
TY54VKWB9970690529757887,"€185,89",08/11/2020
YU21VOFP9534964776129045,"€5313,57",20/05/2022
WF29DPEL3946837047900360,"€6005,24",20/07/2020
SN62HWXY8712026112561260,"€8933,69",30/06/2020
TQ07OIPV4039665351056944,"€8854,78",10/02/2021
ZL56NHTE3756370634347227,"€5546,31",02/02/2022
PR71WSUL3373086299649222,"€3763,13",17/12/2020
TS03YAUV5063724992302375,"€7689,54",31/08/2021
UM71LTOZ1108341097030759,"€4830,36",21/06/2021
SB75JTGH2973342833797278,"€6098,26",25/03/2021
